feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,class
-2.4721993477737523,2.1739816767605102,0.2691157156390894,0.21884000225422354,-0.07059436165726193,-0.22725831199395663,-0.29739883838045156,-0.005417691088525404,-0.0358826757373305,-0.18335266467825195,-0.025338078078821782,0.13267650852059548,-0.014793480420329349,-0.045258465069130095,0.2467226822227979,0.17658215583629705,0.019918205499607555,-0.2695161584118779,-0.3197918717967409,-2.2246578329181723,3.4350463147691865,-2.22465783291816,-0.3197918717967491,-0.2695161584118762,0.019918205499604862,0.17658215583629983,0.24672268222279134,-0.04525846506912531,-0.014793480420323663,0.1326765085206023,-0.025338078078830158,-0.18335266467824368,-0.03588267573732983,-0.00541769108852053,-0.29739883838045267,-0.2272583119939503,-0.07059436165726447,0.2188400022542218,0.26911571563908054,2.1739816767605205,Am
-2.5451447857608005,2.144345351401217,0.19254555638553375,0.18914369044074758,-0.08457365033993636,-0.13131311904429396,-0.09740806609809767,0.018150926630188337,0.02312714013015163,-0.11333554080148035,-0.026085710831364285,0.061164119138738635,-0.07529856179289714,-0.07032234829292887,0.04523664443535901,0.07914169738154887,0.032402228677196616,-0.24131511210348713,-0.24471697804827017,-2.1965167730639643,3.5364017973528528,-2.1965167730639514,-0.24471697804827866,-0.24131511210348558,0.032402228677193966,0.07914169738155233,0.0452366444353518,-0.07032234829292437,-0.07529856179289077,0.06116411913874546,-0.026085710831373184,-0.11333554080147189,0.023127140130152834,0.018150926630192944,-0.09740806609809928,-0.13131311904428697,-0.08457365033993837,0.1891436904407459,0.19254555638552462,2.1443453514012276,Am
-2.253354819729375,2.3795792652482772,0.165215106007876,-0.11231905436228698,-0.17387535765706852,-0.1402089624902662,-0.26320348043044384,0.02067470341864996,0.05983356984739507,-0.2016203572320721,-0.02309509563337047,0.15543016596531836,-0.1060237611141524,-0.0668648946854028,0.21701328916369292,0.0940187712235092,0.12768516639031638,0.06612886309553516,-0.2114052972746246,-2.425769456515037,3.130968453797662,-2.425769456515025,-0.2114052972746336,0.0661288630955368,0.12768516639031413,0.09401877122351184,0.21701328916368595,-0.06686489468539807,-0.10602376111414662,0.15543016596532494,-0.023095095633379262,-0.201620357232064,0.05983356984739576,0.020674703418654454,-0.2632034804304456,-0.14020896249025933,-0.1738753576570704,-0.11231905436228853,0.1652151060078664,2.3795792652482874,Am
-1.842281031396288,2.5411356580115085,-0.19635081771273238,-0.03544710623277508,-0.11844218446479748,-0.18268885007259444,-0.2879521422901814,0.0780950156942934,0.15796800496407234,-0.2392172840880101,-0.018881916079576976,0.20145345192884437,-0.19573183712324108,-0.11585884785345882,0.2501883101310179,0.1449250179134256,0.08067835230563387,-0.002316725926389949,0.15858698555357145,-2.578899490170678,2.5597938424204054,-2.5788994901706697,0.15858698555356285,-0.0023167259263865486,0.0806783523056301,0.1449250179134277,0.25018831013101195,-0.11585884785345277,-0.19573183712323572,0.20145345192885064,-0.018881916079585247,-0.23921728408800277,0.15796800496407137,0.07809501569429862,-0.2879521422901815,-0.18268885007258784,-0.1184421844648007,-0.0354471062327742,-0.19635081771274088,2.541135658011516,Am
-2.2485118505038195,2.4197838434111336,-0.1282915366047648,-0.24428405765420005,-0.0428100496262478,-0.05050496283395484,-0.07915082545822798,0.00827431419219076,-0.13047019287658518,-0.17807300671910922,-0.02304545904865039,0.13198208862179509,0.08437927477926746,-0.05436523228950349,0.03305990736091707,0.0044140447366377315,-0.003280868471064487,0.19819313955688764,0.0822006185074566,-2.465874761508453,3.124239294352746,-2.4658747615084415,0.08220061850744727,0.1981931395568901,-0.003280868471066978,0.004414044736640598,0.033059907360910024,-0.05436523228949936,0.08437927477927389,0.13198208862180216,-0.023045459048659803,-0.17807300671910026,-0.13047019287658446,0.008274314192195315,-0.0791508254582291,-0.050504962833947294,-0.04281004962624922,-0.24428405765420078,-0.12829153660477485,2.4197838434111425,Am
-1.94546845178625,2.4732243368648326,-0.543307774110127,-0.30017962255923564,0.027430703656015572,-0.0910059426566483,-0.22325862853018208,0.07535710874587918,-0.174486766076091,-0.20573147089439034,-0.01993950511136259,0.16585246067165232,0.1346077558533504,-0.11523611896861619,0.18337961830744673,0.05112693243390779,-0.0673097138787512,0.26030061233649826,0.5034287638873947,-2.513103347087574,2.70316964601823,-2.5131033470875663,0.5034287638873858,0.2603006123365024,-0.06730971387875455,0.05112693243390975,0.18337961830744112,-0.11523611896861095,0.13460775585335608,0.16585246067165937,-0.01993950511137182,-0.2057314708943818,-0.1744867660760921,0.07535710874588467,-0.22325862853018127,-0.09100594265664132,0.027430703656012887,-0.3001796225592342,-0.5433077741101363,2.4732243368648392,Am
-1.6883813299022936,2.4797764414547303,-0.9306802415659546,-0.14719387167519166,-0.020126648388161125,-0.1867947004609288,-0.1519989850440537,0.12143316348648121,-0.28181303227875865,-0.14188489071438457,-0.01730456647940239,0.10727575775556739,0.24720389931993933,-0.1560422964452975,0.11738985208523882,0.15218556750210918,-0.014482484570652914,0.11258473871637456,0.8960711086071432,-2.514385574413549,2.3459548561197727,-2.5143855744135433,0.8960711086071351,0.11258473871637999,-0.014482484570657435,0.15218556750211146,0.11738985208523407,-0.1560422964452914,0.2472038993199452,0.10727575775557462,-0.017304566479412094,-0.14188489071437632,-0.28181303227876076,0.1214331634864875,-0.15199898504405135,-0.18679470046092164,-0.020126648388164744,-0.1471938716751886,-0.930680241565963,2.479776441454735,Am
-2.036177407302791,2.1651178851800172,-0.9397491916073509,-0.4064193135523784,-0.19258434012981032,-0.3929955219137969,-0.25900843357496084,0.0394287495685017,-0.13048223723219626,-0.1338460401005107,-0.020869199797754822,0.09210764050498883,0.08874383763667176,-0.08116714916402284,0.21727003397944122,0.3512571223182722,0.15084594053429104,0.36468091395685653,0.8980107920118342,-2.206856284775542,2.8292069996176656,-2.206856284775535,0.8980107920118258,0.36468091395686136,0.15084594053428665,0.3512571223182746,0.21727003397943617,-0.08116714916401734,0.08874383763667769,0.09210764050499567,-0.020869199797763836,-0.13384604010050244,-0.13048223723219765,0.03942874956850748,-0.2590084335749593,-0.3929955219137898,-0.19258434012981354,-0.4064193135523758,-0.9397491916073594,2.1651178851800226,Am
-2.2891793102024263,2.2358522462763792,-0.062586957945897,0.41717870124901735,-0.29957455008892697,-0.059829053436261805,-0.1515312694000505,-0.21560757014072393,0.025514076801075182,0.08322240896377171,-0.023462268182605984,-0.13014694532899695,-0.07243861316630458,0.16868303377549984,0.10460673303482855,0.01290451707103266,0.2526500137237041,-0.46410323761423994,0.015662421580676898,-2.2827767826416085,3.180745501141661,-2.282776782641597,0.01566242158066868,-0.46410323761423833,0.2526500137237013,0.012904517071037314,0.10460673303482018,0.16868303377550548,-0.07243861316629646,-0.1301469453289901,-0.023462268182616864,0.08322240896377935,0.02551407680107667,-0.21560757014071863,-0.15153126940005243,-0.05982905343625386,-0.29957455008892947,0.4171787012490158,-0.06258695794590488,2.235852246276389,Am
-2.137744711381385,2.332751640155361,-0.12483198854187831,0.3667142629155669,-0.36476804871340957,-0.11159923557784618,-0.14995501993237587,-0.2718540451781507,-0.024785209268787092,0.10116216588589085,-0.021910183925234666,-0.14498253373637335,-0.019035158581699647,0.2280336773276694,0.10613465208189668,0.06777886772735972,0.3209476808629295,-0.41053463076604685,0.08101162069140107,-2.3765720080058483,2.970331700540509,-2.3765720080058363,0.08101162069139267,-0.4105346307660451,0.3209476808629266,0.06777886772736452,0.10613465208188819,0.22803367732767493,-0.019035158581691233,-0.1449825337363664,-0.02191018392524582,0.10116216588589842,-0.024785209268785552,-0.27185404517814543,-0.1499550199323778,-0.11159923557783794,-0.364768048713412,0.36671426291556575,-0.12483198854188617,2.332751640155372,Am
-2.3220150063349503,2.2391117316726046,-0.07913876607626427,0.3976315068427525,-0.34968069374556915,-0.07719947990483005,-0.12788478683089535,-0.2432113722311769,0.015428123038087584,0.10341684415212812,-0.02379880796574589,-0.1510144600836333,-0.06302573896959714,0.19561375629967293,0.08028717089939352,0.02960186397332082,0.3020830778140663,-0.44522912277425497,0.0315411501447643,-2.286709347604115,3.2263697090335044,-2.2867093476041016,0.03154115014475597,-0.4452291227742535,0.3020830778140635,0.02960186397332575,0.08028717089938485,0.19561375629967848,-0.06302573896958871,-0.15101446008362637,-0.023798807965757035,0.10341684415213585,0.015428123038089318,-0.24321137223117167,-0.1278847868308975,-0.07719947990482184,-0.34968069374557154,0.39763150684275106,-0.07913876607627228,2.239111731672615,Am
-2.129798978436822,2.329799871929033,-0.07312694780560575,0.4755071729318462,-0.2867832886355872,-0.03546818214845654,-0.18281470374360334,-0.2572501956746076,0.040379111986132143,0.05998612361796957,-0.021828746478887957,-0.10364361657575842,-0.08403660494392512,0.21359270271681974,0.13915721078581764,-0.008189310809336239,0.24312579567780077,-0.5191646658896326,0.02946945484782183,-2.3734573648868267,2.9592913446347673,-2.3734573648868147,0.029469454847813745,-0.5191646658896308,0.24312579567779777,-0.008189310809331685,0.1391572107858093,0.2135927027168257,-0.084036604943917,-0.10364361657575169,-0.021828746478898736,0.05998612361797688,0.04037911198613338,-0.2572501956746023,-0.18281470374360517,-0.035468182148448636,-0.28678328863559,0.4755071729318452,-0.07312694780561323,2.329799871929043,Am
-0.7921398142521356,2.535389306510735,0.846743356495443,-0.09463094610194586,-0.31969214383758865,-0.003652159491464393,-0.1943902694803604,-0.472779786849018,0.04697874419740188,0.01149985827829538,-0.00811880339703707,-0.02773746507237854,-0.06321635099148915,0.45654218005493596,0.17815266268628024,-0.012585447302621764,0.30345453704350556,0.07839333930786574,-0.8629809632895223,-2.551626913304822,1.100654343339697,-2.551626913304811,-0.8629809632895303,0.07839333930786437,0.3034545370435054,-0.01258544730261889,0.17815266268627222,0.4565421800549377,-0.06321635099148264,-0.027737465072373967,-0.008118803397044842,0.011499858278300426,0.046978744197405234,-0.47277978684901645,-0.1943902694803653,-0.0036521594914576574,-0.31969214383758765,-0.09463094610194951,0.8467433564954355,2.535389306510743,Am
-1.0457798077350529,2.5303796111065733,0.7971907842245824,0.20727665070164925,0.0032833380569647097,0.1510388078748872,-0.03512909732890183,-0.35953381303564846,-0.07254994386048251,-0.0714016045422766,-0.010718411703127102,0.049964781136012694,0.05111312045421482,0.3380969896293859,0.013692273922640993,-0.1724756312811539,-0.02472016146322786,-0.2287134741079104,-0.8186276076308423,-2.5518164345128413,1.453079452454041,-2.5518164345128316,-0.8186276076308497,-0.2287134741079108,-0.02472016146322881,-0.17247563128115104,0.013692273922633521,0.338096989629388,0.051113120454221166,0.04996478113601781,-0.010718411703134704,-0.07140160454227075,-0.07254994386047986,-0.3595338130356462,-0.035129097328905616,0.15103880787489374,0.0032833380569648914,0.20727665070164644,0.7971907842245753,2.530379611106582,Am
-0.4209604122264179,2.5771893155360512,1.0221660345005823,0.2257645937594322,0.04023189618998731,0.22071231108663358,-0.0038765645491500474,-0.3780843080409149,-0.05568500681320406,-0.012457020128100847,-0.004314509589481445,0.003828000949129964,0.04705598763422973,0.3694552888619453,-0.004752454629818027,-0.22934133026560674,-0.04886091536895786,-0.23439361293840028,-1.0307950536795496,-2.585818334715027,0.5849117766268452,-2.585818334715017,-1.0307950536795565,-0.2343936129384013,-0.04886091536895814,-0.2293413302656044,-0.0047524546298249705,0.36945528886194656,0.04705598763423549,0.0038280009491342202,-0.004314509589488238,-0.012457020128096258,-0.055685006813201245,-0.37808430804091364,-0.0038765645491542155,0.22071231108663944,0.040231896189988126,0.22576459375942906,1.022166034500576,2.5771893155360583,Am
-0.9704695020690998,1.8962945228559207,0.2749280529541418,-0.6388773745223761,-0.8331561497364605,-0.25006499781016683,-0.4543321424955085,-0.7045818995376594,0.03857759873726459,0.02660989209340303,-0.00994654093679043,-0.046502973966992135,-0.05847068061085798,0.6846888176640713,0.43443906062192233,0.23017191593657457,0.8132630678628711,0.6189842926487902,-0.29482113482772754,-1.9161876047295148,1.3484380576672776,-1.9161876047295034,-0.29482113482773525,0.6189842926487885,0.8132630678628715,0.23017191593657776,0.4344390606219142,0.684688817664073,-0.05847068061085119,-0.04650297396698815,-0.009946540936798252,0.026609892093407334,0.03857759873726834,-0.704581899537658,-0.45433214249551385,-0.25006499781016,-0.833156149736459,-0.6388773745223797,0.27492805295413497,1.8962945228559283,Am
-1.7685327529373973,1.6069209779041873,1.058973843478348,-0.7385526314472022,-0.3696549581721668,-0.24660909427518213,-0.2756820775719004,-0.7222657490326344,0.12482275450777724,0.06374995791582629,-0.01812605485040421,-0.10000206761664383,-0.1610748642086002,0.6860136393318185,0.2394299678710865,0.21035698457436175,0.33340284847134777,0.7023005217463882,-1.0952259531791624,-1.6431730876050132,2.4573228372529186,-1.6431730876049966,-1.0952259531791708,0.7023005217463846,0.3334028484713492,0.21035698457436444,0.23942996787107776,0.6860136393318168,-0.16107486420859332,-0.10000206761663993,-0.01812605485041015,0.06374995791583248,0.1248227545077838,-0.7222657490326349,-0.27568207757190755,-0.2466090942751759,-0.3696549581721636,-0.7385526314472082,1.058973843478339,1.6069209779041995,Am
-1.5880035737467695,1.9250817312035702,1.0962316951139457,-0.2730891986214293,0.05353517442986215,0.005461450226038317,-0.02360504161044226,-0.6849000089520831,-0.04469814734285877,0.03932570254114756,-0.016275774272522078,-0.07187725108620126,0.012146598797800013,0.6523484604070315,-0.008946506934607546,-0.03801299877109452,-0.08608672297491649,0.24053765007637906,-1.1287832436589955,-1.9576332797486318,2.206482996102768,-1.957633279748617,-1.1287832436590037,0.24053765007637654,-0.08608672297491606,-0.03801299877109173,-0.008946506934615928,0.6523484604070299,0.012146598797807301,-0.07187725108619675,-0.01627577427252824,0.039325702541154244,-0.04469814734285286,-0.6849000089520831,-0.02360504161044843,0.005461450226044681,0.05353517442986475,-0.2730891986214341,1.096231695113937,1.9250817312035817,Am
-1.3521396068472493,1.909921902242689,1.3665743918409894,-0.33553676306145647,0.04594596522480603,-0.004965553800029478,-0.04773940760999321,-0.6494627758909745,0.05596788073662964,0.097186063013342,-0.013858356108140193,-0.12490277522963103,-0.08368459295292373,0.6217460636746872,0.020022695393707875,-0.022751158416261942,-0.07366267744109624,0.307820050845171,-1.394291104057275,-1.9376386144589852,1.8787571389567268,-1.9376386144589703,-1.3942911040572827,0.3078200508451676,-0.0736626774410951,-0.02275115841625955,0.020022695393699726,0.6217460636746851,-0.08368459295291697,-0.12490277522962714,-0.013858356108145703,0.09718606301334803,0.055967880736636,-0.6494627758909753,-0.047739407610000006,-0.004965553800023662,0.04594596522480918,-0.335536763061462,1.366574391840981,1.9099219022427003,Am
-1.5397121170034824,1.0486126989165683,0.7423229210911044,-1.086962148051238,-0.6429217239382153,-0.33867251617196903,-0.41180172046782865,-0.7718279711459269,0.13850487972236714,0.12105031098260254,-0.01578082522943545,-0.1526119614414808,-0.1700665301812503,0.7402663206870503,0.38024007000895366,0.30711086571308827,0.6113600734793351,1.0554004975923632,-0.7738845715499798,-1.080174349375454,2.1393834757221626,-1.0801743493754394,-0.7738845715499874,1.0554004975923588,0.6113600734793374,0.3071108657130907,0.3802400700089457,0.7402663206870481,-0.17006653018124418,-0.1526119614414779,-0.015780825229440666,0.12105031098260732,0.13850487972237363,-0.7718279711459283,-0.4118017204678358,-0.3386725161719636,-0.6429217239382115,-1.0869621480512437,0.7423229210910962,1.0486126989165785,Am
-1.0388156181100536,2.211628933779304,0.7471809399328027,-0.37623897050662897,-0.26979170451097306,0.016570151657029963,-0.6270081775555018,-0.832883645209905,0.3864549093802629,0.05434050062508183,-0.010647034295543607,-0.07563456921617757,-0.40774897797136356,0.8115895766188095,0.6057141089644092,-0.03786422024812869,0.2484976359198766,0.354944901915536,-0.7684750085238958,-2.2329230023704056,1.4434029213408646,-2.2329230023703928,-0.7684750085239042,0.3549449019155344,0.2484976359198768,-0.03786422024812678,0.6057141089644006,0.8115895766188114,-0.4077489779713564,-0.07563456921617415,-0.010647034295550422,0.054340500625086274,0.3864549093802672,-0.8328836452099037,-0.6270081775555078,0.016570151657035945,-0.2697917045109725,-0.37623897050663213,0.7471809399327954,2.2116289337793127,Am
-0.6237031049150242,2.428197327964377,0.7780770341443858,0.04241799914599753,0.15694785325983127,0.2577185484831738,-0.36552564286328415,-0.6963828736073553,0.1924439555220492,-0.02897227274450468,-0.006392461022435811,0.01618735069962517,-0.20522887756693264,0.6835979515624763,0.3527407208184077,-0.27050347052805557,-0.1697327753047108,-0.05520292119087473,-0.7908619561892625,-2.4409822500092613,0.8666166237677214,-2.4409822500092515,-0.7908619561892695,-0.055202921190875144,-0.16973277530471143,-0.2705034705280541,0.35274072081840036,0.6835979515624783,-0.2052288775669262,0.01618735069962875,-0.0063924610224419445,-0.028972272744500323,0.1924439555220522,-0.6963828736073538,-0.36552564286328865,0.2577185484831792,0.15694785325983118,0.042417999145995686,0.7780770341443795,2.4281973279643845,Am
-0.5230407243522069,2.414864132229166,1.026992285290188,0.05944255977658155,0.24175547895878552,0.3103980819092595,-0.4206235951000476,-0.6935516670395291,0.32803959571637087,0.07171162205378959,-0.005360751641637715,-0.08243312533707249,-0.33876109899965773,0.6828301637562464,0.4099020918167677,-0.3211195851925447,-0.25247698224206894,-0.07016406305986195,-1.0377137885734684,-2.4255856355124528,0.726749286734574,-2.4255856355124434,-1.0377137885734753,-0.07016406305986304,-0.25247698224206894,-0.32111958519254374,0.40990209181676046,0.6828301637562478,-0.33876109899965134,-0.08243312533706938,-0.005360751641643525,0.07171162205379354,0.32803959571637425,-0.6935516670395278,-0.42062359510005265,0.3103980819092645,0.24175547895878569,0.05944255977657909,1.0269922852901814,2.4148641322291726,Am
-1.28045311315279,1.5827648528998166,0.3553088445465133,-0.7762024856368603,-0.6427371489077272,-0.11040592872867575,-0.7310907113475085,-0.938933002615988,0.3889614694285221,0.09301666818249182,-0.013123626533818877,-0.11926392125013752,-0.4152087224961728,0.9126857495483427,0.7048434582798663,0.08415867566102697,0.6164898958400801,0.7499552325692175,-0.3815560976141565,-1.609012105967468,1.7791509214380525,-1.609012105967456,-0.38155609761416404,0.7499552325692153,0.6164898958400813,0.08415867566102929,0.7048434582798573,0.9126857495483444,-0.41520872249616564,-0.11926392125013464,-0.013123626533825698,0.09301666818249577,0.388961469428527,-0.9389330026159871,-0.731090711347515,-0.11040592872866974,-0.6427371489077259,-0.7762024856368639,0.355308844546506,1.582764852899825,Am
